team_long_name,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
FC Sochaux-Montbéliard,9874,2014-09-19,63.0,Balanced,62.0,Normal,39.0,Mixed,Organised,63.0,Normal,64.0,Normal,49.0,Normal,Organised,54.0,Medium,43.0,Press,49.0,Normal,Cover
FC Sochaux-Montbéliard,9874,2015-09-10,63.0,Balanced,62.0,Normal,39.0,Mixed,Organised,63.0,Normal,64.0,Normal,49.0,Normal,Organised,54.0,Medium,43.0,Press,49.0,Normal,Cover
Southampton,8466,2014-09-19,47.0,Balanced,41.0,Normal,40.0,Mixed,Organised,42.0,Normal,56.0,Normal,51.0,Normal,Free Form,62.0,Medium,64.0,Press,44.0,Normal,Cover
Southampton,8466,2015-09-10,52.0,Balanced,31.0,Little,46.0,Mixed,Organised,42.0,Normal,54.0,Normal,30.0,Little,Organised,50.0,Medium,65.0,Press,44.0,Normal,Cover
Sporting Charleroi,9986,2014-09-19,60.0,Balanced,47.0,Normal,53.0,Mixed,Organised,48.0,Normal,50.0,Normal,48.0,Normal,Organised,42.0,Medium,48.0,Press,49.0,Normal,Cover
Sporting Charleroi,9986,2015-09-10,60.0,Balanced,47.0,Normal,53.0,Mixed,Organised,48.0,Normal,50.0,Normal,48.0,Normal,Organised,39.0,Medium,48.0,Press,49.0,Normal,Cover
Sporting CP,9768,2014-09-19,55.0,Balanced,65.0,Normal,56.0,Mixed,Organised,42.0,Normal,50.0,Normal,55.0,Normal,Organised,60.0,Medium,60.0,Press,54.0,Normal,Cover
Sporting CP,9768,2015-09-10,57.0,Balanced,65.0,Normal,56.0,Mixed,Organised,42.0,Normal,50.0,Normal,55.0,Normal,Organised,60.0,Medium,60.0,Press,54.0,Normal,Cover
Real Sporting de Gijón,9869,2014-09-19,55.0,Balanced,48.0,Normal,43.0,Mixed,Organised,68.0,Risky,61.0,Normal,44.0,Normal,Organised,36.0,Medium,60.0,Press,39.0,Normal,Cover
Real Sporting de Gijón,9869,2015-09-10,55.0,Balanced,48.0,Normal,50.0,Mixed,Organised,62.0,Normal,59.0,Normal,38.0,Normal,Organised,45.0,Medium,54.0,Press,41.0,Normal,Cover
Napoli,9875,2014-09-19,72.0,Fast,74.0,Lots,34.0,Mixed,Organised,76.0,Risky,66.0,Normal,73.0,Lots,Organised,61.0,Medium,59.0,Press,39.0,Normal,Cover
Napoli,9875,2015-09-10,53.0,Balanced,70.0,Lots,37.0,Mixed,Organised,68.0,Risky,54.0,Normal,67.0,Lots,Organised,47.0,Medium,57.0,Press,53.0,Normal,Offside Trap
FC St. Gallen,10190,2014-09-19,52.0,Balanced,46.0,Normal,48.0,Mixed,Organised,39.0,Normal,39.0,Normal,37.0,Normal,Organised,40.0,Medium,41.0,Press,52.0,Normal,Cover
FC St. Gallen,10190,2015-09-10,52.0,Balanced,46.0,Normal,48.0,Mixed,Organised,39.0,Normal,39.0,Normal,37.0,Normal,Organised,40.0,Medium,36.0,Press,52.0,Normal,Cover
St. Mirren,9800,2014-09-19,58.0,Balanced,50.0,Normal,70.0,Long,Organised,62.0,Normal,56.0,Normal,61.0,Normal,Organised,50.0,Medium,49.0,Press,41.0,Normal,Cover
St. Mirren,9800,2015-09-10,38.0,Balanced,53.0,Normal,33.0,Short,Organised,53.0,Normal,58.0,Normal,53.0,Normal,Organised,60.0,Medium,58.0,Press,48.0,Normal,Cover
FC St. Pauli,8152,2014-09-19,53.0,Balanced,52.0,Normal,56.0,Mixed,Organised,68.0,Risky,53.0,Normal,34.0,Normal,Organised,46.0,Medium,44.0,Press,54.0,Normal,Cover
FC St. Pauli,8152,2015-09-10,52.0,Balanced,52.0,Normal,56.0,Mixed,Organised,62.0,Normal,53.0,Normal,38.0,Normal,Organised,39.0,Medium,44.0,Press,57.0,Normal,Cover
St. Johnstone FC,8467,2014-09-19,56.0,Balanced,48.0,Normal,57.0,Mixed,Organised,47.0,Normal,49.0,Normal,40.0,Normal,Organised,40.0,Medium,40.0,Press,52.0,Normal,Cover
St. Johnstone FC,8467,2015-09-10,62.0,Balanced,52.0,Normal,48.0,Mixed,Organised,47.0,Normal,49.0,Normal,40.0,Normal,Organised,37.0,Medium,48.0,Press,55.0,Normal,Cover
Standard de Liège,9985,2014-09-19,54.0,Balanced,45.0,Normal,62.0,Mixed,Organised,55.0,Normal,58.0,Normal,60.0,Normal,Organised,45.0,Medium,54.0,Press,52.0,Normal,Cover
Standard de Liège,9985,2015-09-10,54.0,Balanced,45.0,Normal,62.0,Mixed,Organised,55.0,Normal,58.0,Normal,60.0,Normal,Organised,45.0,Medium,54.0,Press,52.0,Normal,Cover
Stoke City,10194,2014-09-19,48.0,Balanced,24.0,Little,55.0,Mixed,Organised,51.0,Normal,57.0,Normal,37.0,Normal,Organised,38.0,Medium,40.0,Press,41.0,Normal,Cover
Stoke City,10194,2015-09-10,48.0,Balanced,41.0,Normal,49.0,Mixed,Organised,51.0,Normal,59.0,Normal,49.0,Normal,Organised,44.0,Medium,37.0,Press,51.0,Normal,Cover
Sunderland,8472,2014-09-19,60.0,Balanced,33.0,Little,61.0,Mixed,Organised,56.0,Normal,44.0,Normal,58.0,Normal,Organised,41.0,Medium,38.0,Press,53.0,Normal,Cover
Sunderland,8472,2015-09-10,43.0,Balanced,43.0,Normal,51.0,Mixed,Organised,59.0,Normal,50.0,Normal,55.0,Normal,Organised,47.0,Medium,45.0,Press,49.0,Normal,Cover
Swansea City,10003,2014-09-19,63.0,Balanced,34.0,Normal,34.0,Mixed,Organised,34.0,Normal,51.0,Normal,36.0,Normal,Free Form,51.0,Medium,58.0,Press,54.0,Normal,Cover
Swansea City,10003,2015-09-10,45.0,Balanced,44.0,Normal,42.0,Mixed,Organised,34.0,Normal,36.0,Normal,55.0,Normal,Free Form,31.0,Deep,47.0,Press,42.0,Normal,Cover
CD Tenerife,9867,2014-09-19,56.0,Balanced,50.0,Normal,57.0,Mixed,Organised,56.0,Normal,51.0,Normal,54.0,Normal,Organised,52.0,Medium,50.0,Press,65.0,Normal,Cover
CD Tenerife,9867,2015-09-10,56.0,Balanced,50.0,Normal,57.0,Mixed,Organised,56.0,Normal,51.0,Normal,54.0,Normal,Organised,52.0,Medium,50.0,Press,69.0,Wide,Cover
FC Thun,10191,2014-09-19,58.0,Balanced,59.0,Normal,35.0,Mixed,Organised,64.0,Normal,36.0,Normal,66.0,Normal,Organised,47.0,Medium,45.0,Press,53.0,Normal,Cover
FC Thun,10191,2015-09-10,58.0,Balanced,59.0,Normal,35.0,Mixed,Organised,64.0,Normal,36.0,Normal,66.0,Normal,Organised,47.0,Medium,45.0,Press,53.0,Normal,Cover
Torino,9804,2014-09-19,76.0,Fast,69.0,Lots,64.0,Mixed,Organised,64.0,Normal,72.0,Lots,53.0,Normal,Organised,39.0,Medium,34.0,Press,52.0,Normal,Cover
Torino,9804,2015-09-10,69.0,Fast,69.0,Lots,36.0,Mixed,Organised,37.0,Normal,69.0,Lots,53.0,Normal,Organised,39.0,Medium,46.0,Press,52.0,Normal,Cover
Tottenham Hotspur,8586,2014-09-19,41.0,Balanced,35.0,Normal,38.0,Mixed,Organised,41.0,Normal,59.0,Normal,62.0,Normal,Organised,58.0,Medium,51.0,Press,56.0,Normal,Cover
Tottenham Hotspur,8586,2015-09-10,47.0,Balanced,46.0,Normal,40.0,Mixed,Organised,41.0,Normal,41.0,Normal,63.0,Normal,Organised,63.0,Medium,54.0,Press,56.0,Normal,Cover
Toulouse FC,9941,2014-09-19,49.0,Balanced,56.0,Normal,53.0,Mixed,Organised,52.0,Normal,34.0,Normal,57.0,Normal,Organised,36.0,Medium,52.0,Press,49.0,Normal,Cover
Toulouse FC,9941,2015-09-10,49.0,Balanced,56.0,Normal,53.0,Mixed,Organised,52.0,Normal,34.0,Normal,36.0,Normal,Organised,36.0,Medium,45.0,Press,49.0,Normal,Cover
ES Troyes AC,10242,2014-09-19,49.0,Balanced,48.0,Normal,51.0,Mixed,Organised,52.0,Normal,49.0,Normal,46.0,Normal,Organised,43.0,Medium,42.0,Press,52.0,Normal,Cover
ES Troyes AC,10242,2015-09-10,49.0,Balanced,48.0,Normal,51.0,Mixed,Organised,52.0,Normal,49.0,Normal,46.0,Normal,Organised,43.0,Medium,42.0,Press,52.0,Normal,Cover
FC Twente,8611,2014-09-19,38.0,Balanced,39.0,Normal,34.0,Mixed,Organised,63.0,Normal,65.0,Normal,37.0,Normal,Organised,44.0,Medium,41.0,Press,55.0,Normal,Cover
FC Twente,8611,2015-09-10,48.0,Balanced,40.0,Normal,43.0,Mixed,Organised,43.0,Normal,58.0,Normal,39.0,Normal,Organised,44.0,Medium,41.0,Press,55.0,Normal,Cover
Udinese,8600,2014-09-19,71.0,Fast,71.0,Lots,63.0,Mixed,Organised,69.0,Risky,78.0,Lots,52.0,Normal,Organised,40.0,Medium,46.0,Press,57.0,Normal,Cover
Udinese,8600,2015-09-10,68.0,Fast,54.0,Normal,63.0,Mixed,Organised,69.0,Risky,68.0,Lots,52.0,Normal,Organised,40.0,Medium,57.0,Press,57.0,Normal,Cover
Valencia CF,10267,2014-09-19,30.0,Slow,45.0,Normal,35.0,Mixed,Organised,38.0,Normal,56.0,Normal,55.0,Normal,Organised,51.0,Medium,38.0,Press,59.0,Normal,Cover
Valencia CF,10267,2015-09-10,35.0,Balanced,46.0,Normal,35.0,Mixed,Organised,37.0,Normal,51.0,Normal,58.0,Normal,Organised,49.0,Medium,45.0,Press,53.0,Normal,Cover
Valenciennes FC,9873,2014-09-19,49.0,Balanced,59.0,Normal,52.0,Mixed,Organised,51.0,Normal,67.0,Lots,56.0,Normal,Organised,47.0,Medium,51.0,Press,46.0,Normal,Cover
Valenciennes FC,9873,2015-09-10,49.0,Balanced,59.0,Normal,52.0,Mixed,Organised,51.0,Normal,67.0,Lots,56.0,Normal,Organised,47.0,Medium,51.0,Press,46.0,Normal,Cover
Real Valladolid,10281,2014-09-19,55.0,Balanced,44.0,Normal,54.0,Mixed,Organised,58.0,Normal,68.0,Lots,41.0,Normal,Organised,51.0,Medium,50.0,Press,60.0,Normal,Cover
Real Valladolid,10281,2015-09-10,43.0,Balanced,40.0,Normal,65.0,Mixed,Organised,39.0,Normal,51.0,Normal,57.0,Normal,Organised,47.0,Medium,40.0,Press,47.0,Normal,Cover
Hellas Verona,9876,2014-09-19,63.0,Balanced,46.0,Normal,48.0,Mixed,Organised,39.0,Normal,54.0,Normal,55.0,Normal,Organised,31.0,Deep,47.0,Press,37.0,Normal,Cover
Hellas Verona,9876,2015-09-10,57.0,Balanced,29.0,Little,38.0,Mixed,Organised,39.0,Normal,54.0,Normal,55.0,Normal,Organised,47.0,Medium,59.0,Press,52.0,Normal,Cover
VfB Stuttgart,10269,2014-09-19,54.0,Balanced,61.0,Normal,53.0,Mixed,Organised,60.0,Normal,56.0,Normal,48.0,Normal,Organised,46.0,Medium,54.0,Press,40.0,Normal,Cover
VfB Stuttgart,10269,2015-09-10,59.0,Balanced,55.0,Normal,41.0,Mixed,Organised,58.0,Normal,66.0,Normal,48.0,Normal,Organised,41.0,Medium,44.0,Press,32.0,Narrow,Cover
Villarreal CF,10205,2014-09-19,35.0,Balanced,42.0,Normal,35.0,Mixed,Organised,43.0,Normal,57.0,Normal,58.0,Normal,Organised,51.0,Medium,51.0,Press,56.0,Normal,Cover
Villarreal CF,10205,2015-09-10,48.0,Balanced,42.0,Normal,36.0,Mixed,Free Form,36.0,Normal,52.0,Normal,55.0,Normal,Free Form,47.0,Medium,48.0,Press,44.0,Normal,Cover
Vitesse,8277,2014-09-19,53.0,Balanced,55.0,Normal,32.0,Short,Organised,53.0,Normal,54.0,Normal,56.0,Normal,Organised,42.0,Medium,54.0,Press,62.0,Normal,Cover
Vitesse,8277,2015-09-10,57.0,Balanced,40.0,Normal,48.0,Mixed,Free Form,53.0,Normal,37.0,Normal,71.0,Lots,Free Form,60.0,Medium,58.0,Press,62.0,Normal,Cover
Vitória Guimarães,7844,2014-09-19,40.0,Balanced,52.0,Normal,39.0,Mixed,Organised,53.0,Normal,62.0,Normal,58.0,Normal,Organised,37.0,Medium,40.0,Press,64.0,Normal,Cover
Vitória Guimarães,7844,2015-09-10,40.0,Balanced,52.0,Normal,39.0,Mixed,Organised,53.0,Normal,62.0,Normal,58.0,Normal,Organised,37.0,Medium,40.0,Press,64.0,Normal,Cover
Vitória Setúbal,10238,2014-09-19,56.0,Balanced,49.0,Normal,42.0,Mixed,Organised,54.0,Normal,52.0,Normal,52.0,Normal,Organised,37.0,Medium,37.0,Press,58.0,Normal,Cover
Vitória Setúbal,10238,2015-09-10,58.0,Balanced,49.0,Normal,42.0,Mixed,Organised,54.0,Normal,52.0,Normal,52.0,Normal,Organised,37.0,Medium,37.0,Press,58.0,Normal,Cover
Waasland-Beveren,8475,2014-09-19,38.0,Balanced,45.0,Normal,39.0,Mixed,Organised,29.0,Safe,30.0,Little,39.0,Normal,Organised,25.0,Deep,37.0,Press,35.0,Normal,Cover
Waasland-Beveren,8475,2015-09-10,38.0,Balanced,45.0,Normal,49.0,Mixed,Organised,45.0,Normal,42.0,Normal,53.0,Normal,Organised,27.0,Deep,32.0,Contain,35.0,Normal,Cover
Watford,9817,2014-09-19,61.0,Balanced,43.0,Normal,56.0,Mixed,Organised,54.0,Normal,44.0,Normal,55.0,Normal,Free Form,38.0,Medium,52.0,Press,45.0,Normal,Cover
Watford,9817,2015-09-10,61.0,Balanced,32.0,Little,52.0,Mixed,Organised,54.0,Normal,42.0,Normal,45.0,Normal,Free Form,38.0,Medium,52.0,Press,45.0,Normal,Cover
SV Werder Bremen,8697,2014-09-19,40.0,Balanced,55.0,Normal,47.0,Mixed,Organised,37.0,Normal,40.0,Normal,51.0,Normal,Organised,40.0,Medium,50.0,Press,45.0,Normal,Cover
SV Werder Bremen,8697,2015-09-10,56.0,Balanced,55.0,Normal,63.0,Mixed,Organised,68.0,Risky,66.0,Normal,58.0,Normal,Organised,63.0,Medium,47.0,Press,73.0,Wide,Cover
West Bromwich Albion,8659,2014-09-19,55.0,Balanced,34.0,Normal,51.0,Mixed,Organised,53.0,Normal,53.0,Normal,57.0,Normal,Organised,41.0,Medium,40.0,Press,49.0,Normal,Cover
West Bromwich Albion,8659,2015-09-10,62.0,Balanced,32.0,Little,51.0,Mixed,Organised,53.0,Normal,50.0,Normal,60.0,Normal,Organised,41.0,Medium,40.0,Press,49.0,Normal,Cover
West Ham United,8654,2014-09-19,72.0,Fast,39.0,Normal,73.0,Long,Organised,68.0,Risky,71.0,Lots,32.0,Little,Organised,30.0,Deep,34.0,Press,41.0,Normal,Cover
West Ham United,8654,2015-09-10,77.0,Fast,37.0,Normal,57.0,Mixed,Organised,68.0,Risky,73.0,Lots,29.0,Little,Organised,30.0,Deep,37.0,Press,41.0,Normal,Cover
KVC Westerlo,10001,2015-09-10,52.0,Balanced,46.0,Normal,50.0,Mixed,Organised,57.0,Normal,55.0,Normal,32.0,Little,Organised,48.0,Medium,45.0,Press,53.0,Normal,Cover
Widzew Łódź,8024,2014-09-19,66.0,Balanced,52.0,Normal,72.0,Long,Organised,66.0,Normal,67.0,Lots,51.0,Normal,Organised,36.0,Medium,38.0,Press,65.0,Normal,Cover
Wigan Athletic,8528,2014-09-19,51.0,Balanced,36.0,Normal,51.0,Mixed,Organised,52.0,Normal,55.0,Normal,57.0,Normal,Organised,62.0,Medium,57.0,Press,44.0,Normal,Cover
Wigan Athletic,8528,2015-09-10,51.0,Balanced,37.0,Normal,56.0,Mixed,Organised,52.0,Normal,59.0,Normal,40.0,Normal,Organised,62.0,Medium,48.0,Press,44.0,Normal,Cover
Willem II,8525,2015-09-10,51.0,Balanced,36.0,Normal,63.0,Mixed,Organised,48.0,Normal,53.0,Normal,52.0,Normal,Organised,43.0,Medium,45.0,Press,47.0,Normal,Cover
Wisła Kraków,10265,2014-09-19,47.0,Balanced,52.0,Normal,36.0,Mixed,Organised,36.0,Normal,53.0,Normal,66.0,Normal,Organised,60.0,Medium,66.0,Press,53.0,Normal,Cover
Wisła Kraków,10265,2015-09-10,33.0,Slow,49.0,Normal,37.0,Mixed,Free Form,33.0,Safe,37.0,Normal,31.0,Little,Free Form,62.0,Medium,58.0,Press,37.0,Normal,Cover
VfL Wolfsburg,8721,2014-09-19,58.0,Balanced,67.0,Lots,45.0,Mixed,Organised,68.0,Risky,60.0,Normal,54.0,Normal,Organised,59.0,Medium,48.0,Press,47.0,Normal,Cover
VfL Wolfsburg,8721,2015-09-10,68.0,Fast,45.0,Normal,57.0,Mixed,Organised,69.0,Risky,66.0,Normal,50.0,Normal,Organised,66.0,Medium,46.0,Press,55.0,Normal,Cover
Wolverhampton Wanderers,8602,2014-09-19,47.0,Balanced,28.0,Little,58.0,Mixed,Organised,55.0,Normal,64.0,Normal,56.0,Normal,Organised,47.0,Medium,48.0,Press,52.0,Normal,Cover
Wolverhampton Wanderers,8602,2015-09-10,46.0,Balanced,36.0,Normal,54.0,Mixed,Organised,55.0,Normal,47.0,Normal,48.0,Normal,Organised,47.0,Medium,48.0,Press,55.0,Normal,Cover
BSC Young Boys,10192,2014-09-19,52.0,Balanced,56.0,Normal,64.0,Mixed,Organised,39.0,Normal,66.0,Normal,46.0,Normal,Organised,44.0,Medium,34.0,Press,50.0,Normal,Cover
BSC Young Boys,10192,2015-09-10,52.0,Balanced,56.0,Normal,64.0,Mixed,Organised,39.0,Normal,66.0,Normal,46.0,Normal,Organised,44.0,Medium,34.0,Press,50.0,Normal,Cover
Zagłębie Lubin,8021,2014-09-19,33.0,Slow,49.0,Normal,51.0,Mixed,Organised,38.0,Normal,63.0,Normal,48.0,Normal,Organised,58.0,Medium,38.0,Press,52.0,Normal,Cover
Real Zaragoza,8394,2014-09-19,38.0,Balanced,48.0,Normal,35.0,Mixed,Organised,53.0,Normal,56.0,Normal,57.0,Normal,Organised,51.0,Medium,46.0,Press,61.0,Normal,Cover
Real Zaragoza,8394,2015-09-10,52.0,Balanced,52.0,Normal,50.0,Mixed,Organised,52.0,Normal,56.0,Normal,57.0,Normal,Organised,48.0,Medium,43.0,Press,49.0,Normal,Cover
Zawisza Bydgoszcz,8027,2014-09-19,54.0,Balanced,51.0,Normal,40.0,Mixed,Organised,67.0,Risky,49.0,Normal,52.0,Normal,Organised,44.0,Medium,47.0,Press,52.0,Normal,Cover
Zawisza Bydgoszcz,8027,2015-09-10,54.0,Balanced,51.0,Normal,40.0,Mixed,Organised,46.0,Normal,49.0,Normal,52.0,Normal,Organised,44.0,Medium,47.0,Press,52.0,Normal,Cover
SV Zulte-Waregem,10000,2014-09-19,54.0,Balanced,42.0,Normal,51.0,Mixed,Organised,47.0,Normal,52.0,Normal,32.0,Little,Organised,44.0,Medium,58.0,Press,37.0,Normal,Cover
SV Zulte-Waregem,10000,2015-09-10,54.0,Balanced,42.0,Normal,51.0,Mixed,Organised,47.0,Normal,52.0,Normal,32.0,Little,Organised,44.0,Medium,58.0,Press,37.0,Normal,Cover
