,id,country,league,season,stage,winner
19129,19130,Portugal,Portugal Liga ZON Sagres,2014/2015,14,10264
19130,19131,Portugal,Portugal Liga ZON Sagres,2014/2015,14,7842
19131,19132,Portugal,Portugal Liga ZON Sagres,2014/2015,14,9768
19132,19133,Portugal,Portugal Liga ZON Sagres,2014/2015,14,9773
19134,19135,Portugal,Portugal Liga ZON Sagres,2014/2015,14,8348
19135,19136,Portugal,Portugal Liga ZON Sagres,2014/2015,15,7841
19137,19138,Portugal,Portugal Liga ZON Sagres,2014/2015,15,9772
19138,19139,Portugal,Portugal Liga ZON Sagres,2014/2015,15,10212
19139,19140,Portugal,Portugal Liga ZON Sagres,2014/2015,15,10238
19140,19141,Portugal,Portugal Liga ZON Sagres,2014/2015,15,7844
19141,19142,Portugal,Portugal Liga ZON Sagres,2014/2015,15,9773
19142,19143,Portugal,Portugal Liga ZON Sagres,2014/2015,15,8613
19143,19144,Portugal,Portugal Liga ZON Sagres,2014/2015,15,9768
19144,19145,Portugal,Portugal Liga ZON Sagres,2014/2015,16,158085
19146,19147,Portugal,Portugal Liga ZON Sagres,2014/2015,16,10214
19148,19149,Portugal,Portugal Liga ZON Sagres,2014/2015,16,9772
19149,19150,Portugal,Portugal Liga ZON Sagres,2014/2015,16,9768
19150,19151,Portugal,Portugal Liga ZON Sagres,2014/2015,16,9764
19151,19152,Portugal,Portugal Liga ZON Sagres,2014/2015,16,9773
19153,19154,Portugal,Portugal Liga ZON Sagres,2014/2015,17,10214
19154,19155,Portugal,Portugal Liga ZON Sagres,2014/2015,17,8348
19155,19156,Portugal,Portugal Liga ZON Sagres,2014/2015,17,9768
19156,19157,Portugal,Portugal Liga ZON Sagres,2014/2015,17,7842
19157,19158,Portugal,Portugal Liga ZON Sagres,2014/2015,17,7844
19158,19159,Portugal,Portugal Liga ZON Sagres,2014/2015,17,10264
19159,19160,Portugal,Portugal Liga ZON Sagres,2014/2015,17,9807
19160,19161,Portugal,Portugal Liga ZON Sagres,2014/2015,17,9773
19161,19162,Portugal,Portugal Liga ZON Sagres,2014/2015,17,9772
19162,19163,Portugal,Portugal Liga ZON Sagres,2014/2015,18,9768
19164,19165,Portugal,Portugal Liga ZON Sagres,2014/2015,18,8613
19165,19166,Portugal,Portugal Liga ZON Sagres,2014/2015,18,7842
19166,19167,Portugal,Portugal Liga ZON Sagres,2014/2015,18,6403
19167,19168,Portugal,Portugal Liga ZON Sagres,2014/2015,18,10238
19169,19170,Portugal,Portugal Liga ZON Sagres,2014/2015,18,10212
19170,19171,Portugal,Portugal Liga ZON Sagres,2014/2015,18,10214
19171,19172,Portugal,Portugal Liga ZON Sagres,2014/2015,19,7841
19173,19174,Portugal,Portugal Liga ZON Sagres,2014/2015,19,10264
19174,19175,Portugal,Portugal Liga ZON Sagres,2014/2015,19,10214
19176,19177,Portugal,Portugal Liga ZON Sagres,2014/2015,19,9772
19177,19178,Portugal,Portugal Liga ZON Sagres,2014/2015,19,9773
19178,19179,Portugal,Portugal Liga ZON Sagres,2014/2015,19,9768
19180,19181,Portugal,Portugal Liga ZON Sagres,2014/2015,2,9807
19181,19182,Portugal,Portugal Liga ZON Sagres,2014/2015,2,7841
19182,19183,Portugal,Portugal Liga ZON Sagres,2014/2015,2,9773
19183,19184,Portugal,Portugal Liga ZON Sagres,2014/2015,2,7844
19184,19185,Portugal,Portugal Liga ZON Sagres,2014/2015,2,10212
19185,19186,Portugal,Portugal Liga ZON Sagres,2014/2015,2,9768
19186,19187,Portugal,Portugal Liga ZON Sagres,2014/2015,2,9772
19188,19189,Portugal,Portugal Liga ZON Sagres,2014/2015,2,10238
19192,19193,Portugal,Portugal Liga ZON Sagres,2014/2015,20,9773
19193,19194,Portugal,Portugal Liga ZON Sagres,2014/2015,20,9807
19194,19195,Portugal,Portugal Liga ZON Sagres,2014/2015,20,10264
19195,19196,Portugal,Portugal Liga ZON Sagres,2014/2015,20,9764
19197,19198,Portugal,Portugal Liga ZON Sagres,2014/2015,20,6403
19198,19199,Portugal,Portugal Liga ZON Sagres,2014/2015,21,10264
19199,19200,Portugal,Portugal Liga ZON Sagres,2014/2015,21,10214
19200,19201,Portugal,Portugal Liga ZON Sagres,2014/2015,21,9773
19202,19203,Portugal,Portugal Liga ZON Sagres,2014/2015,21,9764
19204,19205,Portugal,Portugal Liga ZON Sagres,2014/2015,21,9772
19205,19206,Portugal,Portugal Liga ZON Sagres,2014/2015,21,10212
19207,19208,Portugal,Portugal Liga ZON Sagres,2014/2015,22,9807
19208,19209,Portugal,Portugal Liga ZON Sagres,2014/2015,22,6547
19209,19210,Portugal,Portugal Liga ZON Sagres,2014/2015,22,10264
19210,19211,Portugal,Portugal Liga ZON Sagres,2014/2015,22,9772
19211,19212,Portugal,Portugal Liga ZON Sagres,2014/2015,22,10215
19212,19213,Portugal,Portugal Liga ZON Sagres,2014/2015,22,9768
19213,19214,Portugal,Portugal Liga ZON Sagres,2014/2015,22,158085
19214,19215,Portugal,Portugal Liga ZON Sagres,2014/2015,22,9773
19218,19219,Portugal,Portugal Liga ZON Sagres,2014/2015,23,6403
19219,19220,Portugal,Portugal Liga ZON Sagres,2014/2015,23,7844
19220,19221,Portugal,Portugal Liga ZON Sagres,2014/2015,23,9773
19221,19222,Portugal,Portugal Liga ZON Sagres,2014/2015,23,10264
19222,19223,Portugal,Portugal Liga ZON Sagres,2014/2015,23,9772
19223,19224,Portugal,Portugal Liga ZON Sagres,2014/2015,23,10214
19224,19225,Portugal,Portugal Liga ZON Sagres,2014/2015,23,8348
19225,19226,Portugal,Portugal Liga ZON Sagres,2014/2015,24,10215
19226,19227,Portugal,Portugal Liga ZON Sagres,2014/2015,24,9768
19227,19228,Portugal,Portugal Liga ZON Sagres,2014/2015,24,8613
19230,19231,Portugal,Portugal Liga ZON Sagres,2014/2015,24,9773
19231,19232,Portugal,Portugal Liga ZON Sagres,2014/2015,24,10212
19232,19233,Portugal,Portugal Liga ZON Sagres,2014/2015,24,9772
19234,19235,Portugal,Portugal Liga ZON Sagres,2014/2015,25,6403
19235,19236,Portugal,Portugal Liga ZON Sagres,2014/2015,25,10215
19236,19237,Portugal,Portugal Liga ZON Sagres,2014/2015,25,9772
19237,19238,Portugal,Portugal Liga ZON Sagres,2014/2015,25,8348
19238,19239,Portugal,Portugal Liga ZON Sagres,2014/2015,25,9768
19239,19240,Portugal,Portugal Liga ZON Sagres,2014/2015,25,7841
19240,19241,Portugal,Portugal Liga ZON Sagres,2014/2015,25,10238
19241,19242,Portugal,Portugal Liga ZON Sagres,2014/2015,25,9773
19243,19244,Portugal,Portugal Liga ZON Sagres,2014/2015,26,7841
19248,19249,Portugal,Portugal Liga ZON Sagres,2014/2015,26,158085
19249,19250,Portugal,Portugal Liga ZON Sagres,2014/2015,26,8613
19250,19251,Portugal,Portugal Liga ZON Sagres,2014/2015,26,9768
19253,19254,Portugal,Portugal Liga ZON Sagres,2014/2015,27,9773
19255,19256,Portugal,Portugal Liga ZON Sagres,2014/2015,27,9772
19257,19258,Portugal,Portugal Liga ZON Sagres,2014/2015,27,7844
19259,19260,Portugal,Portugal Liga ZON Sagres,2014/2015,27,10264
19260,19261,Portugal,Portugal Liga ZON Sagres,2014/2015,27,9807
19261,19262,Portugal,Portugal Liga ZON Sagres,2014/2015,28,9807
19262,19263,Portugal,Portugal Liga ZON Sagres,2014/2015,28,7842
19263,19264,Portugal,Portugal Liga ZON Sagres,2014/2015,28,8348
19264,19265,Portugal,Portugal Liga ZON Sagres,2014/2015,28,10212
19265,19266,Portugal,Portugal Liga ZON Sagres,2014/2015,28,9768
19266,19267,Portugal,Portugal Liga ZON Sagres,2014/2015,28,9772
19267,19268,Portugal,Portugal Liga ZON Sagres,2014/2015,28,10214
19268,19269,Portugal,Portugal Liga ZON Sagres,2014/2015,28,9773
19269,19270,Portugal,Portugal Liga ZON Sagres,2014/2015,28,10264
19270,19271,Portugal,Portugal Liga ZON Sagres,2014/2015,29,9773
19271,19272,Portugal,Portugal Liga ZON Sagres,2014/2015,29,7844
19272,19273,Portugal,Portugal Liga ZON Sagres,2014/2015,29,9772
19275,19276,Portugal,Portugal Liga ZON Sagres,2014/2015,29,9768
19276,19277,Portugal,Portugal Liga ZON Sagres,2014/2015,29,158085
19277,19278,Portugal,Portugal Liga ZON Sagres,2014/2015,29,7842
19280,19281,Portugal,Portugal Liga ZON Sagres,2014/2015,3,7844
19282,19283,Portugal,Portugal Liga ZON Sagres,2014/2015,3,10264
19283,19284,Portugal,Portugal Liga ZON Sagres,2014/2015,3,10212
19284,19285,Portugal,Portugal Liga ZON Sagres,2014/2015,3,10214
19285,19286,Portugal,Portugal Liga ZON Sagres,2014/2015,3,7841
19286,19287,Portugal,Portugal Liga ZON Sagres,2014/2015,3,6403
19287,19288,Portugal,Portugal Liga ZON Sagres,2014/2015,3,9773
19290,19291,Portugal,Portugal Liga ZON Sagres,2014/2015,30,6403
19293,19294,Portugal,Portugal Liga ZON Sagres,2014/2015,30,10214
19294,19295,Portugal,Portugal Liga ZON Sagres,2014/2015,30,9764
19296,19297,Portugal,Portugal Liga ZON Sagres,2014/2015,30,9768
19297,19298,Portugal,Portugal Liga ZON Sagres,2014/2015,31,9772
19298,19299,Portugal,Portugal Liga ZON Sagres,2014/2015,31,9768
19299,19300,Portugal,Portugal Liga ZON Sagres,2014/2015,31,7841
19300,19301,Portugal,Portugal Liga ZON Sagres,2014/2015,31,8613
19302,19303,Portugal,Portugal Liga ZON Sagres,2014/2015,31,7844
19305,19306,Portugal,Portugal Liga ZON Sagres,2014/2015,31,9773
19308,19309,Portugal,Portugal Liga ZON Sagres,2014/2015,32,10212
19309,19310,Portugal,Portugal Liga ZON Sagres,2014/2015,32,9773
19312,19313,Portugal,Portugal Liga ZON Sagres,2014/2015,32,9772
19314,19315,Portugal,Portugal Liga ZON Sagres,2014/2015,32,8348
19315,19316,Portugal,Portugal Liga ZON Sagres,2014/2015,33,10238
19317,19318,Portugal,Portugal Liga ZON Sagres,2014/2015,33,10214
19318,19319,Portugal,Portugal Liga ZON Sagres,2014/2015,33,6403
19319,19320,Portugal,Portugal Liga ZON Sagres,2014/2015,33,9768
19322,19323,Portugal,Portugal Liga ZON Sagres,2014/2015,33,6547
19323,19324,Portugal,Portugal Liga ZON Sagres,2014/2015,33,10212
19324,19325,Portugal,Portugal Liga ZON Sagres,2014/2015,34,10214
19325,19326,Portugal,Portugal Liga ZON Sagres,2014/2015,34,8348
19326,19327,Portugal,Portugal Liga ZON Sagres,2014/2015,34,9807
19327,19328,Portugal,Portugal Liga ZON Sagres,2014/2015,34,9768
19328,19329,Portugal,Portugal Liga ZON Sagres,2014/2015,34,7842
19329,19330,Portugal,Portugal Liga ZON Sagres,2014/2015,34,9773
19330,19331,Portugal,Portugal Liga ZON Sagres,2014/2015,34,7844
19331,19332,Portugal,Portugal Liga ZON Sagres,2014/2015,34,9772
19332,19333,Portugal,Portugal Liga ZON Sagres,2014/2015,34,10264
19333,19334,Portugal,Portugal Liga ZON Sagres,2014/2015,4,158085
19334,19335,Portugal,Portugal Liga ZON Sagres,2014/2015,4,7842
19337,19338,Portugal,Portugal Liga ZON Sagres,2014/2015,4,10212
19339,19340,Portugal,Portugal Liga ZON Sagres,2014/2015,4,8613
19341,19342,Portugal,Portugal Liga ZON Sagres,2014/2015,4,9772
19343,19344,Portugal,Portugal Liga ZON Sagres,2014/2015,5,9807
19344,19345,Portugal,Portugal Liga ZON Sagres,2014/2015,5,9772
19345,19346,Portugal,Portugal Liga ZON Sagres,2014/2015,5,9768
19346,19347,Portugal,Portugal Liga ZON Sagres,2014/2015,5,6547
19347,19348,Portugal,Portugal Liga ZON Sagres,2014/2015,5,158085
19351,19352,Portugal,Portugal Liga ZON Sagres,2014/2015,6,8613
19352,19353,Portugal,Portugal Liga ZON Sagres,2014/2015,6,10264
19353,19354,Portugal,Portugal Liga ZON Sagres,2014/2015,6,10215
19354,19355,Portugal,Portugal Liga ZON Sagres,2014/2015,6,6403
19355,19356,Portugal,Portugal Liga ZON Sagres,2014/2015,6,9772
19356,19357,Portugal,Portugal Liga ZON Sagres,2014/2015,6,10212
19358,19359,Portugal,Portugal Liga ZON Sagres,2014/2015,6,10238
19362,19363,Portugal,Portugal Liga ZON Sagres,2014/2015,7,6403
19363,19364,Portugal,Portugal Liga ZON Sagres,2014/2015,7,9768
19365,19366,Portugal,Portugal Liga ZON Sagres,2014/2015,7,9772
19366,19367,Portugal,Portugal Liga ZON Sagres,2014/2015,7,7844
19367,19368,Portugal,Portugal Liga ZON Sagres,2014/2015,7,9773
19369,19370,Portugal,Portugal Liga ZON Sagres,2014/2015,8,9773
19370,19371,Portugal,Portugal Liga ZON Sagres,2014/2015,8,6403
19371,19372,Portugal,Portugal Liga ZON Sagres,2014/2015,8,10214
19372,19373,Portugal,Portugal Liga ZON Sagres,2014/2015,8,9807
19373,19374,Portugal,Portugal Liga ZON Sagres,2014/2015,8,10264
19374,19375,Portugal,Portugal Liga ZON Sagres,2014/2015,8,8348
19375,19376,Portugal,Portugal Liga ZON Sagres,2014/2015,8,7844
19376,19377,Portugal,Portugal Liga ZON Sagres,2014/2015,8,9768
19377,19378,Portugal,Portugal Liga ZON Sagres,2014/2015,8,7841
19379,19380,Portugal,Portugal Liga ZON Sagres,2014/2015,9,9807
19380,19381,Portugal,Portugal Liga ZON Sagres,2014/2015,9,9772
19381,19382,Portugal,Portugal Liga ZON Sagres,2014/2015,9,6403
19382,19383,Portugal,Portugal Liga ZON Sagres,2014/2015,9,7844
19383,19384,Portugal,Portugal Liga ZON Sagres,2014/2015,9,8348
19385,19386,Portugal,Portugal Liga ZON Sagres,2014/2015,9,7842
19386,19387,Portugal,Portugal Liga ZON Sagres,2014/2015,9,9773
19388,19389,Portugal,Portugal Liga ZON Sagres,2015/2016,1,9772
19389,19390,Portugal,Portugal Liga ZON Sagres,2015/2016,1,10264
19390,19391,Portugal,Portugal Liga ZON Sagres,2015/2016,1,6403
19391,19392,Portugal,Portugal Liga ZON Sagres,2015/2016,1,158085
19393,19394,Portugal,Portugal Liga ZON Sagres,2015/2016,1,9773
19394,19395,Portugal,Portugal Liga ZON Sagres,2015/2016,1,6367
19395,19396,Portugal,Portugal Liga ZON Sagres,2015/2016,1,9768
19396,19397,Portugal,Portugal Liga ZON Sagres,2015/2016,10,9768
19397,19398,Portugal,Portugal Liga ZON Sagres,2015/2016,10,9807
19398,19399,Portugal,Portugal Liga ZON Sagres,2015/2016,10,9772
19399,19400,Portugal,Portugal Liga ZON Sagres,2015/2016,10,10214
19400,19401,Portugal,Portugal Liga ZON Sagres,2015/2016,10,10212
19401,19402,Portugal,Portugal Liga ZON Sagres,2015/2016,10,9773
19403,19404,Portugal,Portugal Liga ZON Sagres,2015/2016,10,10264
19404,19405,Portugal,Portugal Liga ZON Sagres,2015/2016,10,8348
19406,19407,Portugal,Portugal Liga ZON Sagres,2015/2016,11,7844
19408,19409,Portugal,Portugal Liga ZON Sagres,2015/2016,11,9768
19409,19410,Portugal,Portugal Liga ZON Sagres,2015/2016,11,9772
19410,19411,Portugal,Portugal Liga ZON Sagres,2015/2016,11,6403
19411,19412,Portugal,Portugal Liga ZON Sagres,2015/2016,11,10214
19412,19413,Portugal,Portugal Liga ZON Sagres,2015/2016,11,8348
19413,19414,Portugal,Portugal Liga ZON Sagres,2015/2016,11,9773
19414,19415,Portugal,Portugal Liga ZON Sagres,2015/2016,12,158085
19415,19416,Portugal,Portugal Liga ZON Sagres,2015/2016,12,10238
19417,19418,Portugal,Portugal Liga ZON Sagres,2015/2016,12,7844
19418,19419,Portugal,Portugal Liga ZON Sagres,2015/2016,12,9768
19419,19420,Portugal,Portugal Liga ZON Sagres,2015/2016,12,9772
19421,19422,Portugal,Portugal Liga ZON Sagres,2015/2016,12,9773
19422,19423,Portugal,Portugal Liga ZON Sagres,2015/2016,12,6367
19423,19424,Portugal,Portugal Liga ZON Sagres,2015/2016,13,10215
19425,19426,Portugal,Portugal Liga ZON Sagres,2015/2016,13,6403
19426,19427,Portugal,Portugal Liga ZON Sagres,2015/2016,13,10212
19427,19428,Portugal,Portugal Liga ZON Sagres,2015/2016,13,9773
19428,19429,Portugal,Portugal Liga ZON Sagres,2015/2016,13,7841
19429,19430,Portugal,Portugal Liga ZON Sagres,2015/2016,13,9772
19430,19431,Portugal,Portugal Liga ZON Sagres,2015/2016,13,10264
19431,19432,Portugal,Portugal Liga ZON Sagres,2015/2016,13,9768
19432,19433,Portugal,Portugal Liga ZON Sagres,2015/2016,14,158085
19433,19434,Portugal,Portugal Liga ZON Sagres,2015/2016,14,9807
19434,19435,Portugal,Portugal Liga ZON Sagres,2015/2016,14,9772
19436,19437,Portugal,Portugal Liga ZON Sagres,2015/2016,14,7844
19437,19438,Portugal,Portugal Liga ZON Sagres,2015/2016,14,8348
19438,19439,Portugal,Portugal Liga ZON Sagres,2015/2016,14,9773
19439,19440,Portugal,Portugal Liga ZON Sagres,2015/2016,14,10238
19440,19441,Portugal,Portugal Liga ZON Sagres,2015/2016,14,6367
19441,19442,Portugal,Portugal Liga ZON Sagres,2015/2016,15,10215
19442,19443,Portugal,Portugal Liga ZON Sagres,2015/2016,15,8348
19443,19444,Portugal,Portugal Liga ZON Sagres,2015/2016,15,188163
19446,19447,Portugal,Portugal Liga ZON Sagres,2015/2016,15,9772
19449,19450,Portugal,Portugal Liga ZON Sagres,2015/2016,15,9768
19450,19451,Portugal,Portugal Liga ZON Sagres,2015/2016,16,158085
19452,19453,Portugal,Portugal Liga ZON Sagres,2015/2016,16,9772
19454,19455,Portugal,Portugal Liga ZON Sagres,2015/2016,16,9768
19455,19456,Portugal,Portugal Liga ZON Sagres,2015/2016,16,10264
19456,19457,Portugal,Portugal Liga ZON Sagres,2015/2016,16,6367
19457,19458,Portugal,Portugal Liga ZON Sagres,2015/2016,16,6403
19458,19459,Portugal,Portugal Liga ZON Sagres,2015/2016,16,7844
19459,19460,Portugal,Portugal Liga ZON Sagres,2015/2016,17,10215
19460,19461,Portugal,Portugal Liga ZON Sagres,2015/2016,17,9773
19461,19462,Portugal,Portugal Liga ZON Sagres,2015/2016,17,6403
19462,19463,Portugal,Portugal Liga ZON Sagres,2015/2016,17,10212
19463,19464,Portugal,Portugal Liga ZON Sagres,2015/2016,17,7841
19465,19466,Portugal,Portugal Liga ZON Sagres,2015/2016,17,7842
19466,19467,Portugal,Portugal Liga ZON Sagres,2015/2016,17,9772
19467,19468,Portugal,Portugal Liga ZON Sagres,2015/2016,17,9768
19468,19469,Portugal,Portugal Liga ZON Sagres,2015/2016,18,9807
19469,19470,Portugal,Portugal Liga ZON Sagres,2015/2016,18,9772
19470,19471,Portugal,Portugal Liga ZON Sagres,2015/2016,18,10264
19472,19473,Portugal,Portugal Liga ZON Sagres,2015/2016,18,8348
19473,19474,Portugal,Portugal Liga ZON Sagres,2015/2016,18,8613
19474,19475,Portugal,Portugal Liga ZON Sagres,2015/2016,18,7844
19475,19476,Portugal,Portugal Liga ZON Sagres,2015/2016,18,6367
19477,19478,Portugal,Portugal Liga ZON Sagres,2015/2016,19,10238
19478,19479,Portugal,Portugal Liga ZON Sagres,2015/2016,19,9772
19479,19480,Portugal,Portugal Liga ZON Sagres,2015/2016,19,8613
19480,19481,Portugal,Portugal Liga ZON Sagres,2015/2016,19,7842
19481,19482,Portugal,Portugal Liga ZON Sagres,2015/2016,19,9773
19482,19483,Portugal,Portugal Liga ZON Sagres,2015/2016,19,6367
19484,19485,Portugal,Portugal Liga ZON Sagres,2015/2016,19,10264
19485,19486,Portugal,Portugal Liga ZON Sagres,2015/2016,19,9768
19486,19487,Portugal,Portugal Liga ZON Sagres,2015/2016,2,10238
19487,19488,Portugal,Portugal Liga ZON Sagres,2015/2016,2,158085
19488,19489,Portugal,Portugal Liga ZON Sagres,2015/2016,2,8613
19489,19490,Portugal,Portugal Liga ZON Sagres,2015/2016,2,7842
19491,19492,Portugal,Portugal Liga ZON Sagres,2015/2016,2,10214
19493,19494,Portugal,Portugal Liga ZON Sagres,2015/2016,2,7841
19495,19496,Portugal,Portugal Liga ZON Sagres,2015/2016,20,9768
19496,19497,Portugal,Portugal Liga ZON Sagres,2015/2016,20,9807
19497,19498,Portugal,Portugal Liga ZON Sagres,2015/2016,20,9772
19500,19501,Portugal,Portugal Liga ZON Sagres,2015/2016,20,9773
19501,19502,Portugal,Portugal Liga ZON Sagres,2015/2016,20,7844
19502,19503,Portugal,Portugal Liga ZON Sagres,2015/2016,20,10214
19503,19504,Portugal,Portugal Liga ZON Sagres,2015/2016,20,7841
19504,19505,Portugal,Portugal Liga ZON Sagres,2015/2016,21,158085
19505,19506,Portugal,Portugal Liga ZON Sagres,2015/2016,21,8613
19508,19509,Portugal,Portugal Liga ZON Sagres,2015/2016,21,8348
19511,19512,Portugal,Portugal Liga ZON Sagres,2015/2016,21,9772
19512,19513,Portugal,Portugal Liga ZON Sagres,2015/2016,21,10264
19514,19515,Portugal,Portugal Liga ZON Sagres,2015/2016,22,9807
19515,19516,Portugal,Portugal Liga ZON Sagres,2015/2016,22,10264
19517,19518,Portugal,Portugal Liga ZON Sagres,2015/2016,22,158085
19518,19519,Portugal,Portugal Liga ZON Sagres,2015/2016,22,9773
19519,19520,Portugal,Portugal Liga ZON Sagres,2015/2016,22,7842
19521,19522,Portugal,Portugal Liga ZON Sagres,2015/2016,22,9768
19522,19523,Portugal,Portugal Liga ZON Sagres,2015/2016,23,158085
19523,19524,Portugal,Portugal Liga ZON Sagres,2015/2016,23,9772
19524,19525,Portugal,Portugal Liga ZON Sagres,2015/2016,23,9768
19526,19527,Portugal,Portugal Liga ZON Sagres,2015/2016,23,10212
19527,19528,Portugal,Portugal Liga ZON Sagres,2015/2016,23,9773
19529,19530,Portugal,Portugal Liga ZON Sagres,2015/2016,23,7841
19531,19532,Portugal,Portugal Liga ZON Sagres,2015/2016,24,10212
19532,19533,Portugal,Portugal Liga ZON Sagres,2015/2016,24,10214
19534,19535,Portugal,Portugal Liga ZON Sagres,2015/2016,24,9773
19535,19536,Portugal,Portugal Liga ZON Sagres,2015/2016,24,9772
19536,19537,Portugal,Portugal Liga ZON Sagres,2015/2016,24,7841
19537,19538,Portugal,Portugal Liga ZON Sagres,2015/2016,24,7842
19539,19540,Portugal,Portugal Liga ZON Sagres,2015/2016,24,188163
19540,19541,Portugal,Portugal Liga ZON Sagres,2015/2016,25,158085
19542,19543,Portugal,Portugal Liga ZON Sagres,2015/2016,25,9772
19543,19544,Portugal,Portugal Liga ZON Sagres,2015/2016,25,7842
19544,19545,Portugal,Portugal Liga ZON Sagres,2015/2016,25,8348
19545,19546,Portugal,Portugal Liga ZON Sagres,2015/2016,25,10215
19546,19547,Portugal,Portugal Liga ZON Sagres,2015/2016,25,10214
19547,19548,Portugal,Portugal Liga ZON Sagres,2015/2016,25,10264
19550,19551,Portugal,Portugal Liga ZON Sagres,2015/2016,26,8613
19551,19552,Portugal,Portugal Liga ZON Sagres,2015/2016,26,6403
19552,19553,Portugal,Portugal Liga ZON Sagres,2015/2016,26,158085
19553,19554,Portugal,Portugal Liga ZON Sagres,2015/2016,26,9807
19554,19555,Portugal,Portugal Liga ZON Sagres,2015/2016,26,9772
19555,19556,Portugal,Portugal Liga ZON Sagres,2015/2016,26,9768
19556,19557,Portugal,Portugal Liga ZON Sagres,2015/2016,26,10214
19557,19558,Portugal,Portugal Liga ZON Sagres,2015/2016,26,9773
19558,19559,Portugal,Portugal Liga ZON Sagres,2015/2016,27,9768
19560,19561,Portugal,Portugal Liga ZON Sagres,2015/2016,27,9772
19561,19562,Portugal,Portugal Liga ZON Sagres,2015/2016,27,10214
19562,19563,Portugal,Portugal Liga ZON Sagres,2015/2016,27,7841
19563,19564,Portugal,Portugal Liga ZON Sagres,2015/2016,27,9773
19564,19565,Portugal,Portugal Liga ZON Sagres,2015/2016,27,7842
19565,19566,Portugal,Portugal Liga ZON Sagres,2015/2016,27,10264
19567,19568,Portugal,Portugal Liga ZON Sagres,2015/2016,28,158085
19570,19571,Portugal,Portugal Liga ZON Sagres,2015/2016,28,9768
19571,19572,Portugal,Portugal Liga ZON Sagres,2015/2016,28,9772
19572,19573,Portugal,Portugal Liga ZON Sagres,2015/2016,28,7842
19573,19574,Portugal,Portugal Liga ZON Sagres,2015/2016,28,10212
19574,19575,Portugal,Portugal Liga ZON Sagres,2015/2016,28,7841
19575,19576,Portugal,Portugal Liga ZON Sagres,2015/2016,28,188163
19577,19578,Portugal,Portugal Liga ZON Sagres,2015/2016,29,9807
19578,19579,Portugal,Portugal Liga ZON Sagres,2015/2016,29,10214
19579,19580,Portugal,Portugal Liga ZON Sagres,2015/2016,29,7841
19580,19581,Portugal,Portugal Liga ZON Sagres,2015/2016,29,9768
19581,19582,Portugal,Portugal Liga ZON Sagres,2015/2016,29,9772
19583,19584,Portugal,Portugal Liga ZON Sagres,2015/2016,29,6403
19584,19585,Portugal,Portugal Liga ZON Sagres,2015/2016,29,188163
19585,19586,Portugal,Portugal Liga ZON Sagres,2015/2016,3,9768
19587,19588,Portugal,Portugal Liga ZON Sagres,2015/2016,3,9772
19589,19590,Portugal,Portugal Liga ZON Sagres,2015/2016,3,10264
19590,19591,Portugal,Portugal Liga ZON Sagres,2015/2016,3,9773
19592,19593,Portugal,Portugal Liga ZON Sagres,2015/2016,3,188163
19595,19596,Portugal,Portugal Liga ZON Sagres,2015/2016,30,7842
19596,19597,Portugal,Portugal Liga ZON Sagres,2015/2016,30,6403
19597,19598,Portugal,Portugal Liga ZON Sagres,2015/2016,30,10212
19598,19599,Portugal,Portugal Liga ZON Sagres,2015/2016,30,9773
19600,19601,Portugal,Portugal Liga ZON Sagres,2015/2016,30,9772
19601,19602,Portugal,Portugal Liga ZON Sagres,2015/2016,30,10264
19602,19603,Portugal,Portugal Liga ZON Sagres,2015/2016,30,9768
19603,19604,Portugal,Portugal Liga ZON Sagres,2015/2016,31,158085
19604,19605,Portugal,Portugal Liga ZON Sagres,2015/2016,31,8613
19605,19606,Portugal,Portugal Liga ZON Sagres,2015/2016,31,9772
19606,19607,Portugal,Portugal Liga ZON Sagres,2015/2016,31,6403
19608,19609,Portugal,Portugal Liga ZON Sagres,2015/2016,31,8348
19609,19610,Portugal,Portugal Liga ZON Sagres,2015/2016,31,9773
19610,19611,Portugal,Portugal Liga ZON Sagres,2015/2016,31,188163
19611,19612,Portugal,Portugal Liga ZON Sagres,2015/2016,31,9768
19612,19613,Portugal,Portugal Liga ZON Sagres,2015/2016,32,6367
19615,19616,Portugal,Portugal Liga ZON Sagres,2015/2016,32,158085
19616,19617,Portugal,Portugal Liga ZON Sagres,2015/2016,32,6403
19617,19618,Portugal,Portugal Liga ZON Sagres,2015/2016,32,9772
19618,19619,Portugal,Portugal Liga ZON Sagres,2015/2016,32,10264
19619,19620,Portugal,Portugal Liga ZON Sagres,2015/2016,32,7842
19620,19621,Portugal,Portugal Liga ZON Sagres,2015/2016,32,9768
19623,19624,Portugal,Portugal Liga ZON Sagres,2015/2016,33,9772
19624,19625,Portugal,Portugal Liga ZON Sagres,2015/2016,33,9773
19625,19626,Portugal,Portugal Liga ZON Sagres,2015/2016,33,9768
19627,19628,Portugal,Portugal Liga ZON Sagres,2015/2016,33,8613
19628,19629,Portugal,Portugal Liga ZON Sagres,2015/2016,33,188163
19629,19630,Portugal,Portugal Liga ZON Sagres,2015/2016,33,7844
19630,19631,Portugal,Portugal Liga ZON Sagres,2015/2016,34,188163
19631,19632,Portugal,Portugal Liga ZON Sagres,2015/2016,34,9773
19633,19634,Portugal,Portugal Liga ZON Sagres,2015/2016,34,8348
19634,19635,Portugal,Portugal Liga ZON Sagres,2015/2016,34,7841
